query,name,section,indegree,outdegree,w_name,w_name_desc,w_desc,w_lib,w_return_vals,w_env,w_files,w_exit_status,w_diagnostics,w_errors,w_special_keywords,w_xr_context,w_machine,w_doclen,w_total,relevance
adt7466,dbcool,4,2,0,0,0,0.02295,0,0,0,0,0,0,0,0.145486,0,0,852,0.168436,1
afterboot,afterboot,8,1,152,8.36544,0,0,0,0,0,0,0,0,0,0,0,0,4160,8.36544,1
afterboot,sysinst,8,0,5,0,0,0.045464,0,0,0,0,0,0,0,0,0,0,554,0.045464,1
aio,aio,3,12,17,7.122986,0,0.006774,0,0,0,0,0,0,0,0,0,0,1206,7.12976,1
aio,aio_error,3,4,7,0,0,0.019759,0,0,0,0,0,0,0,0,0,0,142,0.019759,1
aio,aio_cancel,3,1,2,0,0,0.012356,0,0,0,0,0,0,0,0,0,0,170,0.012356,1
aio,aio_return,3,1,8,0,0,0.009724,0,0,0,0,0,0,0,0,0,0,141,0.009724,1
aio,aio_suspend,3,1,3,0,0,0.005993,0,0,0,0,0,0,0,0,0,0,215,0.005993,1
aio,unistd,3,6,17,0,0,0.004092,0,0,0,0,0,0,0,0,0,0,203,0.004092,1
aio,lio_listio,3,1,10,0,0,0.003553,0,0,0,0,0,0,0,0,0,0,404,0.003553,1
aio,aio_fsync,3,1,4,0,0,0.003411,0,0,0,0,0,0,0,0,0,0,346,0.003411,1
aio,sigevent,3,6,10,0,0,0.00286,0,0,0,0,0,0,0,0,0,0,491,0.00286,1
aio,sysctl,7,37,103,0,0,0.00005,0,0,0,0,0,0,0,0,0,0,17504,0.00005,0
alarm,alarm,3,5,9,17.645253,7.058101,0.043859,0,0,0,0,0,0,0,0.982774,0,0,171,25.729987,1
alarm,wdogctl,8,22,11,0,0,0.001946,0,0,0,0,0,0,0,0.025629,0.093858,0,739,0.121432,1
alarm,envsys,4,85,27,0,0,0,0,0,0,0,0,0,0,0,0.032024,0,1719,0.032024,1
alarm,bioctl,8,12,8,0,0,0.004176,0,0,0,0,0,0,0,0.021195,0,0,527,0.025371,0
alarm,bio,4,4,9,0,0,0.008351,0,0,0,0,0,0,0,0.009265,0,0,527,0.017616,0
alarm,kill,1,11,10,0,0,0.002154,0,0,0,0,0,0,0,0.011983,0,0,354,0.014138,0
alarm,swsensor,4,1,7,0,0,0.001697,0,0,0,0,0,0,0,0.011728,0,0,418,0.013425,0
alarm,lmcconfig,8,4,7,0,0,0.002823,0,0,0,0,0,0,0,0.010527,0,0,3901,0.013351,0
alarm,sysctl,8,181,7,0,0,0,0,0,0,0,0,0,0,0,0.011362,0,2715,0.011362,0
alarm,signal,7,30,138,0,0,0.002623,0,0,0,0,0,0,0,0.006849,0,0,989,0.009471,0
alarm,gettytab,5,8,25,0,0,0.000359,0,0,0,0,0,0,0,0,0,0,2208,0.000359,0
alarm,setuid,7,3,48,0,0,0.000689,0,0,0,0,0,0,0,0,0,0,1917,0.000689,0
alarm,sdtemp,4,1,3,0,0,0.004804,0,0,0,0,0,0,0,0,0,0,145,0.004804,0
alarm,timeval,3,10,0,0,0,0.001905,0,0,0,0,0,0,0,0,0,0,353,0.001905,0
alias,locale.alias,5,0,2,15.107538,3.486355,0.003458,0,0,0,1.562849,0,0,0,0.02323,0,0,78,20.18343,1
alias,postalias,1,0,0,0,2.666036,0.000463,0,0,0,0,0,0,0,0,0,0,1148,2.666499,1
alias,virtual,5,0,0,0,2.15822,0.001567,0,0,0,0,0,0,0,0,0,0,1413,2.159786,1
alias,aliases,5,7,0,0,2.15822,0.001201,0,0,0,0,0,0,0,0,0,0,1039,2.159421,1
alias,remove,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1.46202,0,103,1.46202,0
alias,hostname,7,10,6,0,0,0.000292,0,0,0.871589,0,0,0,0,0,0.30015,0,689,1.172031,1
alias,isdntel,8,4,4,0,0,0.001329,0,0,0,0,0,0,0,0.029034,0.573704,0,230,0.604068,0
alias,local,8,0,0,0,0,0.00065,0,0,0,0.467243,0,0,0,0,0,0,3149,0.467893,1
alias,unlink,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0.258986,0,589,0.258986,0
alias,tmux,1,1,37,0,0,0.000479,0,0,0.13755,0,0,0,0,0.010944,0,0,15826,0.148972,0
alias,evhttp,3,0,0,0,0,0.000194,0,0,0,0,0,0,0,0,0,0,3642,0.000194,0
alias,zic,8,5,6,0,0,0.000037,0,0,0,0,0,0,0,0,0,0,2877,0.000037,0
alias,groff,7,0,0,0,0,0.000024,0,0,0,0,0,0,0,0,0,0,7473,0.000024,0
alias,zpool,1M,0,0,0,0,0.000026,0,0,0,0,0,0,0,0,0,0,3379,0.000026,0
alias,hier,7,4,152,0,0,0.000029,0,0,0,0,0,0,0,0.000184,0,0,4901,0.000213,0
align,posix_memalign,3,2,6,0,4.61411,0.002507,0,0,0,0,0,0,0.141973,0,0,0,152,4.758589,1
align,valloc,3,1,2,0,3.549315,0.005171,0,0,0,0,0,0,0,0,0,0,90,3.554486,1
align,__alignof__,3,3,5,0,2.097323,0.006824,0,0,0,0,0,0,0,0,0.720955,0,121,2.825101,1
align,malloc,9,24,0,0,0,0,0,2.563394,0,0,0,0,0,0,0,0,963,2.563394,0
align,xge,4,0,6,0,0,0,0,0,0,0,0,0.372106,0,0.023186,0,0,256,0.395292,0
align,munmap,2,10,7,0,0,0,0,0,0,0,0,0,0.132209,0,0,0,116,0.132209,0
align,mlock,2,13,0,0,0,0.000364,0,0,0,0,0,0,0.067359,0.031954,0,0,582,0.099677,0
align,elf32_xlate,3,0,0,0,0,0.000213,0,0,0,0,0,0,0.047421,0.012194,0,0,836,0.059828,0
align,mmap,2,45,13,0,0,0.000548,0,0,0,0,0,0,0.027646,0.007257,0.023036,0,1352,0.058488,0
align,mremap,2,0,4,0,0,0.002774,0,0,0,0,0,0,0,0.047276,0,0,222,0.050049,0
align,groff_tmac,5,0,0,0,0,0.000079,0,0,0,0,0,0,0,0,0,0,2576,0.000079,0
align,pic,1,3,0,0,0,0.000099,0,0,0,0,0,0,0,0,0,0,2940,0.000099,0
align,fs,5,15,0,0,0,0.000053,0,0,0,0,0,0,0,0,0,0,1845,0.000053,0
align,groff_me,7,0,0,0,0,0.000137,0,0,0,0,0,0,0,0,0,0,727,0.000137,0
align,isns,3,2,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,802,0.00014,0
alloc,jemalloc,3,1,10,0,0.282313,0.00058,0,0,1.377345,0,0,0.012365,0,0.00904,0,0,1838,1.681643,1
alloc,expr,1,3,0,0,0,0,0,0,0,0,1.033009,0,0,0.001416,0,0,723,1.034425,0
alloc,alloca,3,3,9,0,0.561141,0.000442,0,0.057317,0,0,0,0,0,0,0,0,278,0.618899,1
alloc,ASN1_OBJECT_new,3,0,0,0,0.561141,0.002226,0,0.038227,0,0,0,0,0,0,0,0,97,0.601595,0
alloc,vmem,9,4,8,0,0.37564,0.000872,0,0.026288,0,0,0,0,0,0.006994,0.014657,0,1516,0.424451,1
alloc,posix_memalign,3,2,6,0,0.37564,0.001706,0,0,0,0,0,0,0.021299,0.013753,0,0,152,0.412397,1
alloc,ASN1_STRING_new,3,0,0,0,0.37564,0.001728,0,0,0,0,0,0,0,0,0,0,64,0.377368,0
alloc,kmem,9,9,7,0,0.282313,0.000809,0,0.042047,0,0,0,0,0,0.004377,0.023447,0,948,0.352993,1
alloc,valloc,3,1,2,0,0.282313,0.001759,0,0.035044,0,0,0,0,0,0,0,0,90,0.319117,1
alloc,EVP_PKEY_new,3,0,0,0,0.282313,0.000456,0,0.031542,0,0,0,0,0,0,0,0,99,0.314311,0
alloc,ccd,4,10,7,0,0,0.000084,0,0,0,0,0,0,0,0,0,0,440,0.000084,0
alloc,intro,3,4,49,0,0,0.000038,0,0,0,0,0,0,0,0,0,0,1157,0.000038,0
alloc,ldap_first_attribute,3,0,0,0,0,0.000325,0,0,0,0,0,0,0,0,0,0,243,0.000325,0
alloc,dwarf_set_frame_cfa_value,3,6,0,0,0,0.000151,0,0,0,0,0,0,0,0,0,0,250,0.000151,0
alloc,dhcpd.conf,5,6,0,0,0,0.000118,0,0,0,0,0,0,0,0,0,0,17521,0.000118,0
amdpm,amdpm,4,1,3,8.018866,0,0.341228,0,0,0,0,0,0,0,0,0,0,33,8.360094,1
amdpm,iic,4,33,29,0,0,0.028486,0,0,0,0,0,0,0,0,0,0,472,0.028486,0
an,an,4,8,7,20.387897,0,0.000077,0,0,0,0,0,0.00894,0,0.001016,0,0,507,20.39793,1
an,lpq,1,13,9,0,0,0,0,0,0.099696,0,0,0,0,0.000317,0.000995,0,546,0.101008,0
an,lpr,1,28,18,0,0,0,0,0,0.099696,0,0,0,0,0.000109,0,0,1179,0.099805,0
an,ilogb,3,4,0,0,0.09417,0,0,0.000549,0,0,0,0,0,0,0,0,199,0.09472,0
an,ERR_put_error,3,0,0,0,0.09417,0.000042,0,0,0,0,0,0,0,0,0,0,96,0.094213,0
an,adventure,6,0,0,0,0.09417,0,0,0,0,0,0,0,0,0,0,0,63,0.09417,0
an,clri,8,1,6,0,0.09417,0,0,0,0,0,0,0,0,0,0,0,115,0.09417,0
an,elf_update,3,13,29,0,0.070669,0.000004,0,0.003172,0,0,0,0,0.004816,0.000306,0,0,1893,0.078967,0
an,eeprom,8,7,1,0,0,0.000049,0,0,0,0.074544,0,0,0,0.000516,0,0,1572,0.07511,0
an,lzmainfo,1,0,0,0,0,0,0,0,0,0,0.074818,0,0,0,0,0,124,0.074818,0
an,RSA_size,3,0,0,0,0,0.000104,0,0,0,0,0,0,0,0,0,0,45,0.000104,0
an,passwd,5,45,0,0,0,0.000006,0,0,0,0,0,0,0,0,0,0,1263,0.000006,0
an,usbdi,9,4,3,0,0,0.000012,0,0,0,0,0,0,0,0.000083,0,0,1858,0.000095,0
an,pcap_lookupdev,3,0,0,0,0,0.000106,0,0,0,0,0,0,0,0,0,0,76,0.000106,0
an,hostapd,8,14,18,0,0,0.000036,0,0,0,0,0,0,0,0,0,0,420,0.000036,0
apache,twa,4,1,2,0,3.798956,0.139839,0,0,0,0,0,0,0,0,0,0,33,3.938794,1
apache,passwd,1,24,12,0,0,0.043583,0,0,0,0,0,0,0,0,0,0,246,0.043583,1
apache,accf_http,9,3,5,0,0,0.018162,0,0,0,0,0,0,0,0,0,0,254,0.018162,1
apache,MAKEDEV,8,31,208,0,0,0.001462,0,0,0,0,0,0,0,0.005152,0,0,5843,0.006614,0
apache,hier,7,4,152,0,0,0.001265,0,0,0,0,0,0,0,0.004009,0,0,4901,0.005274,0
apropos,apropos,1,18,5,23.897371,0,0.030365,0,0,0,0,0,0,0,0.438484,0,0,479,24.36622,1
apropos,makemandb,8,8,10,0,3.676519,0.020814,0,0,0,0,0,0,0,0,0.975403,0,546,4.672735,1
apropos,whatis,1,15,4,0,0,0.100833,0,0,0,0,0,0,0,0,0,0,128,0.100833,1
apropos,mandoc,1,85,75,0,0,0.00482,0,0,0,0,0,0.010719,0,0,0,0,7128,0.015539,1
apropos,weekly,5,2,0,0,0,0.013574,0,0,0,0,0,0,0,0,0,0,244,0.013574,0
apropos,catman,8,3,4,0,0,0.011934,0,0,0,0,0,0,0,0,0,0,244,0.011934,0
apropos,info,1,0,0,0,0,0.009963,0,0,0,0,0,0,0,0,0,0,222,0.009963,1
apropos,man,1,24,11,0,0,0.008671,0,0,0,0,0,0,0,0,0,0,887,0.008671,1
apropos,man.conf,5,6,22,0,0,0.007177,0,0,0,0,0,0,0,0,0,0,1050,0.007177,1
apropos,daily,5,1,0,0,0,0.004583,0,0,0,0,0,0,0,0,0,0,660,0.004583,0
apropos,hier,7,4,152,0,0,0.000724,0,0,0,0,0,0,0,0,0,0,4901,0.000724,0
arc4random,arc4random,3,3,0,11.74344,0,0.030725,0,0,0,0,0,0,0,0.34039,0,0,748,12.114555,1
arc4random,randomid,3,0,0,0,0,0.003597,0,0,0,0,0,0,0,0,0,0,236,0.003597,1
arc4random,cprng,9,7,0,0,0,0.000759,0,0,0,0,0,0,0,0,0,0,1211,0.000759,1
arc4random,rnd,4,25,6,0,0,0.000306,0,0,0,0,0,0,0,0,0,0,2890,0.000306,1
arc4random,sysctl,7,37,103,0,0,0.000062,0,0,0,0,0,0,0,0,0,0,17504,0.000062,0
arp,arp,9,4,0,12.208668,5.426075,0.006174,0,0,0,0,0,0,0,0,0,0,406,17.640917,1
arp,arp,4,112,6,12.208668,0,0.006104,0,0,0,0,0,0.939128,0,0.168978,0.044557,0,893,13.367436,1
arp,arp,8,5,4,12.208668,0,0.008712,0,0,0,0,0,0,0,0,0.602897,0,327,12.820278,1
arp,rarpd,8,5,4,0,6.976382,0.00132,0,0,0,0,0,0,0,0,0,0,211,6.977702,1
arp,carp,4,17,8,0,0,0.001947,0,0,0,0,0,0,0,0.159071,0.063753,0,476,0.22477,1
arp,send,2,20,0,0,0,0,0,0,0,0,0,0,0.190018,0,0,0,996,0.190018,1
arp,netstat,1,40,27,0,0,0.000239,0,0,0,0,0,0,0,0.009518,0,0,2027,0.009756,0
arp,sysctl,7,37,103,0,0,0.000314,0,0,0,0,0,0,0,0.006445,0,0,17504,0.006758,0
arp,mec,4,1,7,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,38,0.0063,0
arp,de,4,3,13,0,0,0.00583,0,0,0,0,0,0,0,0,0,0,254,0.00583,0
arp,pppd,8,18,0,0,0,0.000133,0,0,0,0,0,0,0,0,0,0,12562,0.000133,0
arp,malo,4,0,12,0,0,0.00076,0,0,0,0,0,0,0,0,0,0,426,0.00076,0
arp,rc.conf,5,71,162,0,0,0.000043,0,0,0,0,0,0,0,0,0,0,5440,0.000043,0
arp,ral,4,5,14,0,0,0.000139,0,0,0,0,0,0,0,0,0,0,1801,0.000139,0
arp,esh,4,2,7,0,0,0.000926,0,0,0,0,0,0,0,0,0,0,220,0.000926,0
ascii,ascii,7,22,0,26.090077,0.567176,0.000568,0,0,0,1.410274,0,0,0,0.294803,0.264874,0,731,28.627772,1
ascii,toascii,3,15,17,0,0.567176,0.002711,0,1.064901,0,0,0,0,0,0,0,0,90,1.634787,1
ascii,isascii,3,15,18,0,0.984531,0.003884,0,0,0,0,0,0,0,0,0,0,82,0.988415,1
ascii,hexdump,1,8,3,0,0.790608,0.000213,0,0,0,0,0,0,0,0.011133,0,0,1470,0.801954,1
ascii,neqn,1,0,0,0,0.790608,0.003098,0,0,0,0,0,0,0,0,0,0,48,0.793706,1
ascii,od,1,2,6,0,0.790608,0.000149,0,0,0,0,0,0,0,0,0,0,957,0.790757,1
ascii,atof,3,9,5,0,0.790608,0,0,0,0,0,0,0,0,0,0,0,49,0.790608,1
ascii,atoi,3,12,7,0,0.790608,0,0,0,0,0,0,0,0,0,0,0,96,0.790608,1
ascii,a64l,3,0,0,0,0.362362,0.003253,0,0.350202,0,0,0,0,0,0,0,0,231,0.715817,1
ascii,atol,3,9,5,0,0.660508,0,0,0,0,0,0,0,0,0,0,0,52,0.660508,1
ascii,resolv.conf,5,28,13,0,0,0.000109,0,0,0,0,0,0,0,0,0,0,1472,0.000109,0
ascii,remote,5,6,14,0,0,0.000197,0,0,0,0,0,0,0,0,0,0,724,0.000197,0
ascii,tr,1,2,3,0,0,0.000171,0,0,0,0,0,0,0,0,0,0,896,0.000171,0
ascii,group,5,24,16,0,0,0.000244,0,0,0,0,0,0,0,0,0,0,598,0.000244,0
assert,assert,3,3,5,24.981962,0,0.017115,0,0,0,0,0,0.632455,0,2.271087,0,0,125,27.902619,1
assert,CTASSERT,9,1,1,0,9.992785,0.005575,0,0,0,0,0,0,0,0,0,0,97,9.99836,1
assert,_DIAGASSERT,3,4,9,0,0,0.003051,0,0,0.624549,0,0,0.780686,0,0.083343,0,0,325,1.491629,1
assert,panic,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0.312275,0,349,0.312275,1
assert,abort,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0.202283,0,147,0.202283,0
assert,isa,4,79,72,0,0,0,0,0,0,0,0,0.144404,0,0,0,0,1377,0.144404,0
assert,mcp980x,4,0,4,0,0,0.003912,0,0,0,0,0,0,0,0.113041,0,0,155,0.116952,0
assert,syslog,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0.036101,0,1775,0.036101,0
assert,WAPBL,9,0,0,0,0,0.001505,0,0,0,0,0,0,0,0.028308,0,0,1789,0.029813,0
assert,microseq,9,3,14,0,0,0.002989,0,0,0,0,0,0,0,0.026132,0,0,1912,0.02912,0
assert,termios,4,35,27,0,0,0.000082,0,0,0,0,0,0,0,0,0,0,6857,0.000082,0
assert,ldapexop,1,0,0,0,0,0.000752,0,0,0,0,0,0,0,0,0,0,650,0.000752,0
assert,ipmon,8,3,0,0,0,0.000538,0,0,0,0,0,0,0,0,0,0,932,0.000538,0
assert,event,3,0,0,0,0,0.000111,0,0,0,0,0,0,0,0,0,0,4386,0.000111,0
assert,sysctl,8,181,7,0,0,0.000323,0,0,0,0,0,0,0,0,0,0,2715,0.000323,0
