query,name,section,rank,indegree,outdegree,w_name,w_name_desc,w_desc,w_lib,w_return_vals,w_env,w_files,w_exit_status,w_diagnostics,w_errors,w_special_keywords,w_xr_context,w_machine,w_doclen,w_total
acpibat,acpi,4,3,49,58,0.5,0.5,0.500324,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2137,0.622465
acpibat,sysmon_envsys,9,2,12,17,0.5,0.5,0.500241,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2860,0.622463
add new user,UI_new,3,0,0,0,0.5,0.961194,0.500499,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2673,0.630177
add new user,_lwp_create,2,0,7,6,0.5,0.780028,0.500778,0.5,0.5,0.5,0.5,0.5,0.5,0.521936,0.503483,0.5,0.5,1032,0.627586
add new user,useradd,8,4,14,20,0.5,0.73423,0.500893,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.514103,0.586005,0.5,4281,0.62807
add new user,edquota,8,1,10,10,0.5,0.67111,0.500417,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1743,0.625334
add new user,utmpx,5,2,19,0,0.5,0.67111,0.500211,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.527227,0.5,1281,0.625786
add user,ssh-add,1,1,10,9,1,0.588369,0.500903,0.5,0.5,0.676869,0.613497,0.943041,0.5,0.5,0.502089,0.5,0.5,1714,0.644426
add user,sntp,1,0,0,3,0.5,0.5,0.500024,0.5,0.5,0.5,0.5,0.588145,0.5,0.5,0.5,0.5,1,3402,0.63228
add user,chpass,1,2,13,0,0.5,0.675066,0.500396,0.5,0.5,0.559411,0.514683,0.5,0.5,0.5,0.504978,0.5,0.5,1754,0.626722
add user,useradd,8,4,14,20,0.5,0.675066,0.500319,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.503448,0.544754,0.5,2854,0.626205
add user,RAND_add,3,0,0,0,0.5,0.638919,0.500331,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,662,0.624794
adt7466,dbcool,4,4,2,0,0.5,0.5,0.505736,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.536297,0.5,0.5,852,0.623165
adv,adv,4,4,3,8,0.999534,0.5,0.501825,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,505,0.630837
adv,cardbus,4,2,26,0,0.5,0.5,0.504717,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,452,0.622539
adv,isa,4,2,79,72,0.5,0.5,0.501426,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1377,0.622483
adv,pci,4,2,197,93,0.5,0.5,0.500843,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2050,0.622473
afterboot,afterboot,8,4,1,152,0.999767,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4160,0.630811
afterboot,sysinst,8,3,0,5,0.5,0.5,0.511361,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,554,0.62265
aio,aio,3,4,12,17,0.999192,0.5,0.501693,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1206,0.63083
aio,aio_error,3,3,4,7,0.5,0.5,0.504938,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,142,0.622542
aio,aio_cancel,3,3,1,2,0.5,0.5,0.503088,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,170,0.622511
aio,aio_return,3,3,1,8,0.5,0.5,0.50243,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,141,0.6225
aio,aio_suspend,3,3,1,3,0.5,0.5,0.501498,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,215,0.622484
alarm,alarm,3,4,5,9,1,0.999146,0.511144,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.727839,0.5,0.5,171,0.643007
alarm,bio,4,2,4,9,0.5,0.5,0.502122,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.502318,0.5,0.5,527,0.622534
alarm,ualarm,3,3,1,10,0.5,0.5,0.501642,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,140,0.622487
alarm,leave,1,4,0,6,0.5,0.5,0.501401,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,221,0.622483
alarm,sdtemp,4,1,1,3,0.5,0.5,0.501221,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,145,0.62248
alias,locale.alias,5,4,0,2,1,0.970281,0.500866,0.5,0.5,0.5,0.826727,0.5,0.5,0.5,0.505806,0.5,0.5,78,0.644081
alias,postalias,1,3,0,0,0.5,0.934967,0.500116,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1148,0.629734
alias,virtual,5,3,0,0,0.5,0.896403,0.500392,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1413,0.629096
alias,aliases,5,4,7,0,0.5,0.896403,0.500301,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1039,0.629095
alias,evutil_addrinfo,3,0,0,0,0.5,0.5,0.500649,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45,0.62247
align,posix_memalign,3,4,2,6,0.5,0.99017,0.500627,0.5,0.5,0.5,0.5,0.5,0.5,0.535421,0.5,0.5,0.5,152,0.631251
align,valloc,3,4,1,2,0.5,0.972025,0.501292,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,90,0.630371
align,__alignof__,3,3,3,5,0.5,0.89057,0.501705,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.672761,0.5,121,0.631896
align,malloc,9,3,24,0,0.5,0.5,0.5,0.5,0.928408,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,963,0.629623
align,mremap,2,2,0,4,0.5,0.5,0.500693,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.511813,0.5,0.5,222,0.622669
alloc,alloca,3,4,3,9,0.5,0.636714,0.500111,0.5,0.514325,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,278,0.624993
alloc,ASN1_OBJECT_new,3,1,0,0,0.5,0.636714,0.500557,0.5,0.509555,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,97,0.624921
alloc,vmem,9,3,4,8,0.5,0.592819,0.500218,0.5,0.506572,0.5,0.5,0.5,0.5,0.5,0.501771,0.503664,0.5,1516,0.624221
alloc,ASN1_STRING_new,3,1,0,0,0.5,0.592819,0.500433,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,64,0.624023
alloc,posix_memalign,3,3,2,6,0.5,0.592819,0.500427,0.5,0.5,0.5,0.5,0.5,0.5,0.505324,0.503482,0.5,0.5,152,0.624171
altboot,altboot,8,4,0,5,0.999996,0.5,0.550011,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.573261,0.5,0.5,218,0.632863
amd,amd.conf,5,4,0,0,0.995089,0.635277,0.500962,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3855,0.632997
amd,amd,8,4,8,0,0.999908,0.5,0.500674,0.5,0.5,0.5,0.681087,0.5,0.5,0.5,0.5,0.5,0.5,1215,0.633832
amd,mk-amd-map,8,3,0,0,0.976293,0.582964,0.50138,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,99,0.631823
amd,tprof_amdpmi,4,3,1,2,0.5,0.569435,0.500714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,51,0.623636
amd,gcscaudio,4,2,0,2,0.5,0.569435,0.500668,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,54,0.623635
amdpm,amdpm,4,4,1,3,0.99967,0.5,0.584465,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33,0.632213
amdpm,iic,4,1,33,29,0.5,0.5,0.507119,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,472,0.622579
an,an,4,4,8,7,1,0.5,0.500019,0.5,0.5,0.5,0.5,0.5,0.502241,0.5,0.500257,0.5,0.5,507,0.630857
an,ilogb,3,0,4,0,0.5,0.52359,0.5,0.5,0.500138,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,199,0.622858
an,ERR_put_error,3,0,0,0,0.5,0.52359,0.500011,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,96,0.622855
an,adventure,6,0,0,0,0.5,0.52359,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,63,0.622855
an,clri,8,0,1,6,0.5,0.52359,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,115,0.622855
apmd,apmd,8,4,7,17,0.999992,0.5,0.507158,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,850,0.630934
apmd,apm,8,3,7,0,0.5,0.5,0.50288,0.5,0.5,0.5,0.564854,0.5,0.5,0.5,0.5,0.5,0.5,528,0.623596
apmd,piixpcib,4,1,1,6,0.5,0.5,0.502713,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,116,0.622505
apmd,rc.conf,5,2,71,162,0.5,0.5,0.500123,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5440,0.622461
apmd,apm,4,3,9,8,0.5,0.5,0.500334,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1062,0.622465
aprint_normal,systm,9lua,1,1,4,0.5,0.5,0.504487,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.514831,0.5,0.5,379,0.622784
aprint_normal,device_printf,9,4,0,0,0.5,0.5,0.504144,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.517326,0.5,0.5,648,0.62282
aprint_normal,PCI,9,1,0,0,0.5,0.5,0.50024,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3111,0.622463
apropos,apropos,1,4,18,5,1,0.5,0.507588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.607867,0.5,0.5,479,0.632733
apropos,makemandb,8,3,8,10,0.5,0.975288,0.505202,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.726138,0.5,546,0.634245
apropos,whatis,1,3,15,4,0.5,0.5,0.52518,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,128,0.622882
apropos,weekly,5,1,2,0,0.5,0.5,0.503393,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,244,0.622516
apropos,catman,8,1,3,4,0.5,0.5,0.502983,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,244,0.622509
arc4random,arc4random,3,4,3,0,0.999992,0.5,0.507678,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.584261,0.5,0.5,748,0.632343
arc4random,randomid,3,3,0,0,0.5,0.5,0.500899,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,236,0.622474
arc4random,cprng,9,3,7,0,0.5,0.5,0.50019,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1211,0.622463
arc4random,rnd,4,3,25,6,0.5,0.5,0.500076,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2890,0.622461
arc4random,sysctl,7,2,37,103,0.5,0.5,0.500016,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,17504,0.62246
assert,CTASSERT,9,4,1,1,0.5,0.999954,0.501393,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,97,0.630837
assert,assert,3,4,3,5,1,0.5,0.504277,0.5,0.5,0.5,0.5,0.5,0.652999,0.5,0.906391,0.5,0.5,125,0.640141
assert,GCQ_INIT,3,0,0,0,0.5,0.5,0.501463,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.504537,0.5,0.5,1212,0.62256
assert,ualarm,3,0,1,10,0.5,0.5,0.501443,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,140,0.622484
assert,KASSERT,9,4,4,0,0.5,0.5,0.501218,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,234,0.62248
at,at,1,4,6,0,1,0.5,0.500149,0.5,0.5,0.5,0.564084,0.5,0.5,0.5,0.50305,0.5,0.5,1229,0.631933
at,ate,4,2,3,7,1,0.5,0.50005,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,63,0.630816
at,attimer,4,3,5,4,0.5,0.770916,0.500033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,105,0.626997
at,ata,4,3,61,0,0.5,0.72614,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,292,0.626248
at,ai,4,1,4,7,0.5,0.69318,0.500129,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,49,0.625699
atf,atf-config,1,4,7,1,0.878829,0.733199,0.502622,0.5,0.5,0.562532,0.5,0.5,0.5,0.5,0.512552,0.5,0.5,991,0.633965
atf,atf-test-program,1,4,8,5,0.792289,0.733199,0.501548,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,442,0.631265
atf,atf-version,1,4,0,1,0.878829,0.704544,0.505008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,91,0.632284
atf,atf-formats,5,4,6,3,0.878829,0.704544,0.500615,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1106,0.632211
atf,atf-c++-api,3,4,2,0,0.792289,0.681804,0.501057,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.505855,0.5,0.5,2049,0.630499
atheros,aubtfwl,4,4,0,6,0.5,0.688881,0.503959,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,175,0.625691
atheros,ath,4,4,5,9,0.5,0.688881,0.50233,0.5,0.5,0.5,0.5,0.5,0.511941,0.5,0.509794,0.5,0.5,2044,0.626027
atheros,lii,4,4,1,2,0.5,0.639299,0.51644,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39,0.62507
atheros,alc,4,4,1,8,0.5,0.639299,0.506806,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,104,0.624909
atheros,ale,4,4,0,8,0.5,0.609956,0.504365,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,148,0.624376
athn,athn,4,4,1,12,1,0.5,0.507066,0.5,0.5,0.5,0.703096,0.5,0.567828,0.5,0.5,0.5,0.5,1378,0.635427
athn,hostapd,8,2,14,18,0.5,0.5,0.504672,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,420,0.622538
atoi,atoi,3,4,12,7,0.999988,0.5,0.510368,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.996499,0.5,0.5,96,0.639206
atoi,atof,3,3,9,5,0.5,0.5,0.510072,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,49,0.622628
atoi,atol,3,3,9,5,0.5,0.5,0.509529,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,52,0.622619
atoi,atoll,3,3,5,8,0.5,0.5,0.508015,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,60,0.622594
atoi,strtonum,3,3,0,15,0.5,0.5,0.50341,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,451,0.622517
atol,atoll,3,3,5,8,0.999177,0.5,0.5142,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.954505,0.5,0.5,60,0.638563
atol,atol,3,4,9,5,0.999177,0.5,0.508454,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.954505,0.5,0.5,52,0.638469
atol,atof,3,3,9,5,0.5,0.5,0.508936,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,49,0.622609
atol,atoi,3,3,12,7,0.5,0.5,0.504603,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,96,0.622537
atol,strtonum,3,3,0,15,0.5,0.5,0.503025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,451,0.62251
atop,inet,4,0,66,12,0.5,0.5,0.501561,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,595,0.622486
atop,inet6,4,0,22,23,0.5,0.5,0.50086,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,978,0.622474
atop,uvm,9,4,28,17,0.5,0.5,0.500647,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50996,0.5,0.5,2971,0.622637
atop,rmp,4,0,0,10,0.5,0.5,0.503103,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,281,0.622511
atrm,at,1,4,6,0,0.5,0.5,0.502198,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1229,0.622496
atw,atw,4,4,4,14,0.999534,0.5,0.50554,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,526,0.630899
atw,cardbus,4,2,26,0,0.5,0.5,0.50367,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,452,0.622521
atw,hostapd,8,2,14,18,0.5,0.5,0.501459,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,420,0.622484
atw,wi,4,2,21,15,0.5,0.5,0.500554,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1194,0.622469
audiocfg,audiocfg,1,4,0,5,0.999767,0.5,0.546328,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,254,0.631581
audioplay,audioplay,1,4,6,26,0.999479,0.5,0.503261,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,545,0.63086
audioplay,audiocfg,1,3,0,5,0.5,0.5,0.504712,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,254,0.622538
audioplay,audioctl,1,3,8,5,0.5,0.5,0.503648,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,211,0.622521
audioplay,environ,7,2,45,57,0.5,0.5,0.501661,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1146,0.622487
audioplay,audiorecord,1,3,6,26,0.5,0.5,0.500835,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,623,0.622473
auth,auth_destroy,3,4,0,0,0.5,0.5,0.500237,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.514896,0.5,0.5,265,0.622713
auth,pam_permit,8,3,1,4,0.5,0.5,0.500198,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,92,0.622463
auth,btdevctl,8,1,12,8,0.5,0.5,0.500194,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50389,0.5,0.5,411,0.622528
auth,pam_afslog,8,2,0,6,0.5,0.5,0.500172,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,105,0.622462
auth,pam_rootok,8,2,1,5,0.5,0.5,0.500165,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,116,0.622462
awk,awk,1,4,7,23,0.999989,0.5,0.501494,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.513925,0.5,0.5,2358,0.631071
awk,colrm,1,1,1,4,0.5,0.5,0.501973,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,117,0.622492
awk,xgettext,1,1,0,0,0.5,0.5,0.501465,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,604,0.622484
awk,script,7,1,5,26,0.5,0.5,0.500492,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,950,0.622468
awk,join,1,1,3,7,0.5,0.5,0.500357,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,682,0.622465
bar,colorbars,6,4,0,2,0.5,0.974199,0.502204,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22,0.630422
bar,progress,1,4,0,9,0.5,0.848134,0.500421,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,237,0.628292
bar,mount_mfs,8,0,9,16,0.5,0.5,0.500184,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.502619,0.5,0.5,1070,0.622506
bar,newfs_v7fs,8,0,1,5,0.5,0.5,0.500174,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.504087,0.5,0.5,299,0.622531
bar,lpr,1,1,28,18,0.5,0.5,0.500171,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1179,0.622462
basename,basename,3,4,2,2,1,0.5,0.516173,0.5,0.968359,0.5,0.5,0.5,0.5,0.5,0.750276,0.5,0.5,109,0.642952
basename,basename,1,4,7,0,1,0.5,0.510888,0.5,0.5,0.5,0.5,0.902362,0.5,0.5,0.5,0.712519,0.5,146,0.641162
basename,pidfile,3,2,1,4,0.5,0.5,0.504234,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.561122,0.5,0.5,210,0.623556
basename,dirname,3,3,2,2,0.5,0.5,0.50305,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,135,0.622511
basename,cap_mkdb,1,2,4,6,0.5,0.5,0.501449,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.529774,0.5,0.5,382,0.622983
bash,pkg_add,1,2,16,21,0.5,0.5,0.500415,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1871,0.622466
bash,ksh,1,2,10,0,0.5,0.5,0.500035,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,17371,0.62246
bash,postconf,5,2,1,0,0.5,0.5,0.500009,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,68159,0.622459
bc,bc,1,4,9,0,1,0.5,0.501303,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5233,0.630837
bc,SSL_alert_type_string,3,0,0,0,0.5,0.5,0.5,0.5,0.511682,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1038,0.622655
